imdbID,content,date,director,leadActor,rotten_tomatoes_rating
0114709,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,22 Nov 1995,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles",100%
0113497,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",15 Dec 1995,Joe Johnston,"Robin Williams, Kirsten Dunst, Bonnie Hunt",52%
0113228,"John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.",22 Dec 1995,Howard Deutch,"Walter Matthau, Jack Lemmon, Ann-Margret",21%
0114885,"Based on Terry McMillan's novel, this film follows four very different African-American women and their relationships with men.",22 Dec 1995,Forest Whitaker,"Whitney Houston, Angela Bassett, Loretta Devine",61%
0113041,"George Banks must deal not only with his daughter's pregnancy, but also with his wife's.",08 Dec 1995,Charles Shyer,"Steve Martin, Diane Keaton, Martin Short",52%
0113277,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,15 Dec 1995,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer",88%
0114319,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",15 Dec 1995,Sydney Pollack,"Harrison Ford, Julia Ormond, Greg Kinnear",63%
0112302,Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.,22 Dec 1995,Peter Hewitt,"Jonathan Taylor Thomas, Brad Renfro, Charles Rocket",25%
0114576,A former fireman takes on a group of terrorists holding the Vice President and others hostage during the seventh game of the NHL Stanley Cup finals.,22 Dec 1995,Peter Hyams,"Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry",50%
0113189,"Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as ""GoldenEye"" and James Bond has to stop them from using it.",17 Nov 1995,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco",80%
0112346,"A widowed U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board, but ""politics is perception,"" and sparks fly anyway.",17 Nov 1995,Rob Reiner,"Michael Douglas, Annette Bening, Martin Sheen",91%
0112896,Mel Brooks ' parody of the classic vampire story and its famous film adaptations.,22 Dec 1995,Mel Brooks,"Leslie Nielsen, Mel Brooks, Peter MacNicol",11%
0112453,"An outcast Husky risks his life with other sled dogs to prevent a deadly epidemic from ravaging Nome, Alaska.",22 Dec 1995,Simon Wells,"Kevin Bacon, Bob Hoskins, Bridget Fonda",56%
0113987,"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",05 Jan 1996,Oliver Stone,"Anthony Hopkins, Joan Allen, Powers Boothe",75%
0112760,A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,22 Dec 1995,Renny Harlin,"Geena Davis, Matthew Modine, Frank Langella",39%
0112641,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",22 Nov 1995,Martin Scorsese,"Robert De Niro, Sharon Stone, Joe Pesci",79%
0114388,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",26 Jan 1996,Ang Lee,"Emma Thompson, Kate Winslet, James Fleet",97%
0113101,Four interlocking tales that take place in a fading hotel on New Year's Eve.,25 Dec 1995,"Allison Anders, Alexandre Rockwell, Robert Rodriguez","Tim Roth, Antonio Banderas, Sammi Davis",13%
0112281,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",10 Nov 1995,Steve Oedekerk,"Jim Carrey, Ian McNeice, Simon Callow",21%
0113845,"A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him.",22 Nov 1995,Joseph Ruben,"Wesley Snipes, Woody Harrelson, Jennifer Lopez",22%
0113161,"A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",20 Oct 1995,Barry Sonnenfeld,"Gene Hackman, Rene Russo, Danny DeVito",88%
0112722,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,27 Oct 1995,Jon Amiel,"Sigourney Weaver, Holly Hunter, Dermot Mulroney",75%
0112401,Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.,06 Oct 1995,Richard Donner,"Sylvester Stallone, Antonio Banderas, Julianne Moore",16%
0114168,An off the charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.,27 Oct 1995,Victor Salva,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen",50%
0113627,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",09 Feb 1996,Mike Figgis,"Nicolas Cage, Elisabeth Shue, Julian Sands",91%
0114057,"The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio, when in reality, it is all part of the scheme of a bitter Ensign named Iago.",19 Jan 1996,Oliver Parker,"Laurence Fishburne, Kenneth Branagh, Irène Jacob",68%
0114011,Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,20 Oct 1995,Lesli Linka Glatter,"Christina Ricci, Demi Moore, Rosie O'Donnell",33%
0114117,"Eight years earlier, Anne Elliot, the daughter of a financially troubled aristocratic family, was persuaded to break off her engagement to Frederick Wentworth, a young seaman, who, though ...",27 Sep 1995,Roger Michell,"Amanda Root, Ciarán Hinds, Susan Fleetwood, Corin Redgrave",87%
0112682,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",15 Dec 1995,"Marc Caro, Jean-Pierre Jeunet","Ron Perlman, Daniel Emilfork, Judith Vittet",80%
0115012,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,22 Dec 1995,Yimou Zhang,"Gong Li, Baotian Li, Xiaoxiao Wang",90%
0112792,An ex-Marine turned teacher struggles to connect with her students in an inner city school.,11 Aug 1995,John N. Smith,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance",33%
0114746,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",05 Jan 1996,Terry Gilliam,"Bruce Willis, Madeleine Stowe, Brad Pitt",88%
0112431,"Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett.",04 Aug 1995,Chris Noonan,"James Cromwell, Magda Szubanski, Christine Cavanaugh",97%
0112818,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",02 Feb 1996,Tim Robbins,"Susan Sarandon, Sean Penn, Robert Prosky",95%
0113442,"Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",17 Nov 1995,Andy Tennant,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen",8%
0112697,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",19 Jul 1995,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy",N/A
0112749,"A South African preacher goes to search for his wayward son, who has committed a crime in the big city.",15 Dec 1995,Darrell Roodt,"Richard Harris, James Earl Jones, Vusi Kunene",85%
0114279,The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.,29 Dec 1995,Richard Loncraine,"Ian McKellen, Annette Bening, Christopher Bowen",96%
0112819,"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",06 Oct 1995,"Albert Hughes, Allen Hughes","Larenz Tate, Keith David, Chris Tucker",49%
0114272,"The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.",02 Feb 1996,Michael Hoffman,"Robert Downey Jr., Sam Neill, David Thewlis",71%
0113855,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,18 Aug 1995,Paul W.S. Anderson,"Christopher Lambert, Robin Shou, Linden Ashby",45%
0114681,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,06 Oct 1995,Gus Van Sant,"Nicole Kidman, Matt Dillon, Joaquin Phoenix",88%
0113347,Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,06 Oct 1995,Jocelyn Moorhouse,"Winona Ryder, Ellen Burstyn, Anne Bancroft",63%
0114369,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",22 Sep 1995,David Fincher,"Morgan Freeman, Brad Pitt, Kevin Spacey",82%
0114148,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,23 Jun 1995,"Mike Gabriel, Eric Goldberg","Mel Gibson, Linda Hunt, Christian Bale",54%
0114916,"An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",17 Nov 1995,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny",53%
0114814,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",16 Aug 1995,Bryan Singer,"Kevin Spacey, Gabriel Byrne, Chazz Palminteri",88%
0113819,"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.",10 Nov 1995,Woody Allen,"Woody Allen, Mira Sorvino, Pamela Blair",78%
0110299,"Immediately after the fall of communism in Albania, two Italians go there to embezzle investment money by creating a fake company. As the chairman/fall guy, they pick a former political prisoner who turns out to be more than meets...",04 Oct 1995,Gianni Amelio,"Enrico Lo Verso, Michele Placido, Piro Milkani",91%
0112499,"A teacher on exchange from England is placed in an underachieving Texas school, where she coaches the students in soccer, improving their self-esteem and leading to unexpected success.",29 Sep 1995,Holly Goldberg Sloan,"Steve Guttenberg, Olivia d'Abo, Jay O. Sanders",0%
0113158,Sadie is desperately looking up to her older sister Georgia who is a famous C&amp;W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.,08 Dec 1995,Ulu Grosbard,"Jennifer Jason Leigh, Mare Winningham, Ted Levine",81%
0113321,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",03 Nov 1995,Jodie Foster,"Holly Hunter, Anne Bancroft, Robert Downey Jr.",64%
0110877,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",22 Mar 1996,"Michael Radford, Massimo Troisi","Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta",94%
0113419,"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cupboard from his older brother, a set of antique keys from his mother, and a plastic Indian from his best friend, Patrick.",14 Jul 1995,Frank Oz,"Hal Scardino, Litefoot, Lindsay Crouse",71%
0116260,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",12 Jan 1996,John Schlesinger,"Sally Field, Kiefer Sutherland, Ed Harris",N/A
0113862,A frustrated composer finds fulfillment as a high school music teacher.,19 Jan 1996,Stephen Herek,"Richard Dreyfuss, Glenne Headly, Jay Thomas",75%
0116126,"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).",12 Jan 1996,Paris Barclay,"Shawn Wayans, Marlon Wayans, Keenen Ivory Wayans",32%
0118002,A couple steals a Matisse painting on contract. They manage to escape the police. The sale takes place 4 days later on an island. Things don't go as planned.,12 Jan 1996,Bill Bennett,"Sandra Bullock, Denis Leary, Stephen Dillane",13%
0115683,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",12 Jan 1996,Jason Bloom,"Pauly Shore, Stephen Baldwin, William Atherton",4%
0116839,"After the destruction of Virtual Space Industries at the end of the first film, Jobe is discovered in the rubble and is brought to the facilities of Jonathan Walker (Kevin Conway), a powerful corporate tycoon, where his face is re...",12 Jan 1996,Farhad Mann,"Patrick Bergin, Matt Frewer, Austin O'Brien",10%
0113149,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",19 Jan 1996,Josiane Balasko,"Victoria Abril, Josiane Balasko, Alain Chabat",62%
0113118,"It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday.",26 Apr 1995,F. Gary Gray,"Ice Cube, Chris Tucker, Nia Long",N/A
0116367,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",19 Jan 1996,Robert Rodriguez,"Harvey Keitel, George Clooney, Juliette Lewis",63%
0113010,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",03 Nov 1995,Andrew Sipes,"William Baldwin, Cindy Crawford, Steven Berkoff",12%
0113537,"A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",06 Oct 1995,Noah Baumbach,"Josh Hamilton, Eric Stoltz, Samuel Gould",57%
0113828,A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.,03 Nov 1995,Claude Lelouch,"Jean-Paul Belmondo, Michel Boujenah, Alessandra Martines",81%
0115644,Romantic drama about a young career girl who is swept off her feet by a shy florist who fell in love with her after one glimpse through a shadowy window.,26 Jan 1996,Michael Goldenberg,"Christian Slater, Mary Stuart Masterson, Pamela Adlon",19%
0115676,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",26 Jan 1996,Steve Miner,"Rick Moranis, Tom Arnold, Julianne Phillips",0%
0114367,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained s...",26 Jan 1996,Christian Duguay,"Peter Weller, Roy Dupuis, Jennifer Rubin",29%
0113973,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same ...",16 Nov 1995,Susanne Ofteringer,"Nico, Tina Aumont, Christian Päffgen",82%
0112744,Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.,16 Nov 1995,Sean Penn,"Jack Nicholson, David Morse, Anjelica Huston",75%
0116731,A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.,02 Feb 1996,Brian Gibson,"Demi Moore, Alec Baldwin, Joseph Gordon-Levitt",22%
0112445,Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.,27 Nov 1995,Jafar Panahi,"Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadre Orafaiy",82%
0114660,Five different criminals face imminent death after botching a job quite badly.,01 Dec 1995,Gary Fleder,"Andy Garcia, Christopher Walken, Christopher Lloyd",34%
0112379,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",02 Feb 1996,Marleen Gorris,"Willeke van Ammelrooy, Jan Decleir, Veerle van Overloop",69%
0114039,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,26 Jan 1996,Tim Reid,"Al Freeman Jr., Phylicia Rashad, Leon",71%
0112365,In the 1800s a naturalist marries into a family of British country gentry.,26 Jan 1996,Philip Haas,"Mark Rylance, Kristin Scott Thomas, Patsy Kensit",68%
0118158,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,02 Feb 1996,Ridley Scott,"Jeff Bridges, Caroline Goodall, John Savage",57%
0116151,A young boy befriends a larcenous orangutan in a luxury hotel.,12 Jan 1996,Ken Kwapis,"Jason Alexander, Faye Dunaway, Eric Lloyd",17%
0115697,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,02 Feb 1996,Penelope Spheeris,"Chris Farley, David Spade, Tim Matheson",28%
0113972,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",22 Nov 1995,John Badham,"Johnny Depp, Christopher Walken, Courtney Chase",30%
0117002,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",23 Feb 1996,Stephen Frears,"Julia Roberts, John Malkovich, George Cole",26%
0114825,"A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many ...",27 Oct 1995,Wes Craven,"Eddie Murphy, Angela Bassett, Allen Payne",12%
0115639,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,09 Feb 1996,Ted Demme,"Matt Dillon, Timothy Hutton, Noah Emmerich",78%
0115759,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,09 Feb 1996,John Woo,"John Travolta, Christian Slater, Samantha Mathis",54%
0113403,"A group of theatre actors plays ""Hamlet"" in a provincial village, faced with their own temptations, disappointments, and joys.",16 Feb 1996,Kenneth Branagh,"Michael Maloney, Richard Briers, Hetta Charnley",81%
0113247,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,23 Feb 1996,Mathieu Kassovitz,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui",100%
0113283,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone w...",09 Feb 1996,Nick Broomfield,"Nick Broomfield, Nina Xining Zuo, Madam Alex",78%
0115907,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",16 Feb 1996,Harold Becker,"Al Pacino, John Cusack, Bridget Fonda",56%
0115734,Three friends plan to pull off a simple robbery and go on the run.,21 Feb 1996,Wes Anderson,"Luke Wilson, Owen Wilson, Ned Dowd",85%
0117102,"A lonely single woman finds the seemingly-perfect man to date, but soon regrets it when his deranged, possessive other personality emerges and she cannot convince anyone else of his Jekyll-and-Hyde true nature.",16 Feb 1996,Nick Castle,"Ellen DeGeneres, Bill Pullman, Joan Cusack",6%
0118040,"A medical examiner, who was suspected of murdering his wife, is trying an experimental drug to retrieve his wife's and others' memory and maybe find the killer and the mass murderer in a related present case.",23 Feb 1996,John Dahl,"Ray Liotta, Linda Fiorentino, Peter Coyote",21%
0116483,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,16 Feb 1996,Dennis Dugan,"Adam Sandler, Christopher McDonald, Julie Bowen",61%
0112579,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,02 Jun 1995,Clint Eastwood,"Clint Eastwood, Meryl Streep, Annie Corley",90%
0110251,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctio...",12 Jan 1995,Doris Dörrie,"Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au",67%
0117110,The Muppets' twist on the classic tale.,16 Feb 1996,"Brian Henson, David Lane","Tim Curry, Billy Connolly, Jennifer Saunders",71%
0112646,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's unveilings to another. Extended footage l...",16 May 1996,Robert Leacock,"Christy Turlington, Azzedine Alaïa, Giorgio Armani",38%
0112573,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,24 May 1995,Mel Gibson,"Mel Gibson, Sophie Marceau, Patrick McGoohan",75%
0075314,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",09 Feb 1976,Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd",96%
0113326,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,23 Feb 1996,Stanley Tong,"Jackie Chan, Anita Mui, Françoise Yip",80%
0115645,Two parents deal with the effects when their son is accused of murdering his girlfriend.,23 Feb 1996,Barbet Schroeder,"Meryl Streep, Liam Neeson, Edward Furlong",32%
0112373,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free...",08 Jun 1995,Jon Blair,"Kenneth Branagh, Glenn Close, Isa Baschwitz",97%
0115033,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and b...",23 Feb 1996,Benjamin Ross,"Hugh O'Conor, Antony Sher, Tobias Arnold",87%
0116606,Two NYC roommates have a pact to jump off Brooklyn Bridge if they haven't found life partners before she's 30. That's less than a month away.,08 Mar 1996,Eric Schaeffer,"Sarah Jessica Parker, Eric Schaeffer, Ben Stiller",18%
0114536,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate ...",29 Sep 1995,Andrew Davis,"Andy Garcia, Alan Arkin, Rachel Ticotin",15%
0106473,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,06 Dec 1992,John N. Smith,"Henry Czerny, Johnny Morina, Brian Dooley",100%
0103859,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,01 Jul 1992,Reginald Hudlin,"Eddie Murphy, Robin Givens, Halle Berry",48%
0109424,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",08 Mar 1996,Kar-Wai Wong,"Brigitte Lin, Takeshi Kaneshiro, Tony Chiu-Wai Leung",88%
0116324,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",12 Apr 1996,David O. Russell,"Ben Stiller, Patricia Arquette, Téa Leoni",88%
0110647,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,02 Feb 1996,Peter MacDonald,"Jason James Richter, Melody Kay, Jack Black",N/A
0110217,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and ...",08 Sep 1995,Michel Negroponte,"Maggie Cogan, Katina Pendleton",83%
0114131,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,09 Feb 1996,Bryan Gordon,"Josh Charles, Anne Heche, John Goodman",N/A
0113451,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he stil...",13 Oct 1995,William Friedkin,"David Caruso, Linda Fiorentino, Chazz Palminteri",13%
0116130,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",01 Mar 1996,David S. Ward,"Kelsey Grammer, Lauren Holly, Rob Schneider",11%
0113756,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling of Dirk's decision to send a photograph ...",15 Mar 1996,Dirk Shafer,"Vivian Paxton, Claudette Sutherland, Michael Ornstein",24%
0118055,"An ambitious young woman, determined to build a career in television journalism, gets good advice from her first boss, and they fall in love.",01 Mar 1996,Jon Avnet,"Robert Redford, Michelle Pfeiffer, Stockard Channing",32%
0115685,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,08 Mar 1996,Mike Nichols,"Robin Williams, Nathan Lane, Gene Hackman",82%
0112585,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",11 Aug 1995,Edward Burns,"Jack Mulcahy, Michael McGlone, Edward Burns",87%
0112442,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,07 Apr 1995,Michael Bay,"Will Smith, Martin Lawrence, Lisa Boyle",43%
0112342,A young American boy visiting China helps his zoologist father rescue a panda cub from unscrupulous poachers while its reserve is threatened with closure from officious bureaucrats.,25 Aug 1995,Christopher Cain,"Stephen Lang, Ryan Slater, Yi Ding",30%
0112461,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,21 Apr 1995,Scott Kalvert,"Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol",47%
0112427,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexua...",21 Jul 1995,Mike Newell,"Hugh Grant, Alan Rickman, Georgina Cates",40%
0109093,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.",19 May 1995,Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn",79%
0112384,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,30 Jun 1995,Ron Howard,"Tom Hanks, Bill Paxton, Kevin Bacon",96%
0114287,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",14 Apr 1995,Michael Caton-Jones,"Liam Neeson, Jessica Lange, John Hurt",73%
0112288,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",06 Oct 1995,Abel Ferrara,"Lili Taylor, Christopher Walken, Annabella Sciorra",74%
0112462,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",16 Jun 1995,Joel Schumacher,"Val Kilmer, Tommy Lee Jones, Jim Carrey",39%
0061395,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,10 Apr 1968,Luis Buñuel,"Catherine Deneuve, Jean Sorel, Michel Piccoli",95%
0112495,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she is left on her own for a few days, durin...",25 Aug 1995,John Boorman,"Patricia Arquette, U Aung Ko, Frances McDormand",37%
0112541,"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.",13 Oct 1995,"Paul Auster, Wayne Wang, Harvey Wang","Harvey Keitel, Lou Reed, Michael J. Fox",43%
0109370,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",22 Sep 1995,Michael Moore,"John Candy, Alan Alda, Rhea Perlman",12%
0112642,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,26 May 1995,Brad Silberling,"Bill Pullman, Christina Ricci, Cathy Moriarty",51%
0112688,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",13 Sep 1995,Spike Lee,"Harvey Keitel, John Turturro, Delroy Lindo",73%
0112715,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",09 Jun 1995,Frank Marshall,"Laura Linney, Tim Curry, Dylan Walsh",20%
